Date,Time,Error
10-JUN-22,08:24 :30,Menu changed 'USER'
10-JUN-22,08:24 :28,Create -BCKED2-
10-JUN-22,08:24 :28,ENTER is pressed
10-JUN-22,08:24 :26,Menu changed 'USER'
10-JUN-22,08:24 :18,Menu changed 'S012SD01'
10-JUN-22,08:24 :18,EDIT is pressed
10-JUN-22,08:24 :16,Tool frame 2(G:1)
10-JUN-22,08:24 :16,Menu changed 'USER'
10-JUN-22,08:24 :12,F2(LOOK) is pressed
10-JUN-22,08:23 :12,Menu changed 'S012SD01'
10-JUN-22,08:23 :12,EDIT is pressed
10-JUN-22,08:23 :08,User frame 1(G:1)
10-JUN-22,08:22 :50,User frame 0(G:1)
10-JUN-22,08:22 :50,Tool frame 1(G:1)
10-JUN-22,08:22 :06,Tool frame 2(G:1)
10-JUN-22,08:20 :58,User frame 1(G:1)
10-JUN-22,08:20 :56,Menu changed 'USER'
10-JUN-22,08:20 :44,Menu changed 'S012SD01'
10-JUN-22,08:20 :44,EDIT is pressed
10-JUN-22,08:20 :40,RESET is pressed
10-JUN-22,08:20 :40,RESET is pressed
10-JUN-22,08:20 :40,RESET is pressed
10-JUN-22,08:20 :40,RESET is pressed
10-JUN-22,08:20 :40,RESET is pressed
10-JUN-22,08:20 :40,RESET is pressed
10-JUN-22,08:20 :40,RESET is pressed
10-JUN-22,08:20 :40,RESET is pressed
10-JUN-22,08:20 :40,RESET is pressed
10-JUN-22,08:20 :40,RESET is pressed
10-JUN-22,08:20 :40,RESET is pressed
10-JUN-22,08:20 :38,RESET is pressed
10-JUN-22,08:20 :38,RESET is pressed
10-JUN-22,08:20 :38,RESET is pressed
10-JUN-22,08:20 :38,Operation mode AUTO Selected
10-JUN-22,08:20 :38,DEADMAN defeated
10-JUN-22,08:20 :38,TP disabled in T1/T2 mode
10-JUN-22,08:20 :36,Menu changed 'USER'
10-JUN-22,08:20 :32,SHIFT +% is pressed
10-JUN-22,08:20 :32,SHIFT +% is pressed
10-JUN-22,08:20 :30,Override 100%
10-JUN-22,08:20 :30,SHIFT +% is pressed
10-JUN-22,08:20 :30,Override 50%
10-JUN-22,08:20 :30,SHIFT +% is pressed
10-JUN-22,08:20 :30,"SHIFT,FWD is pressed"
10-JUN-22,08:20 :30,Menu changed 'MOV_HOME'
10-JUN-22,08:20 :30,ENTER is pressed
10-JUN-22,08:20 :28,Menu changed 'Select'
10-JUN-22,08:20 :28,SELECT is pressed
10-JUN-22,08:20 :28,Deadman switch released
10-JUN-22,08:20 :28,Operation mode T1 Selected
10-JUN-22,08:20 :28,'ABORT (ALL)' is selected in FCTN
10-JUN-22,08:20 :28,ENTER is pressed
10-JUN-22,08:20 :28,DEADMAN defeated
10-JUN-22,08:20 :28,TP enabled in AUTO mode
10-JUN-22,08:20 :26,Menu changed 'ALARM Recovery'
10-JUN-22,08:20 :26,Override 10%
10-JUN-22,08:20 :26,TP is enabled while running (
10-JUN-22,08:19 :52,RESET is pressed
10-JUN-22,08:19 :52,RESET is pressed
10-JUN-22,08:19 :50,Menu changed 'SL_RFILLCHK'
10-JUN-22,08:19 :50,EDIT is pressed
10-JUN-22,08:18 :22,Menu changed 'ALARM Recovery'
10-JUN-22,08:18 :22,Sealer Not Reset Check SCA U (
10-JUN-22,08:12 :28,Menu changed 'ALARM Recovery'
10-JUN-22,08:12 :28,Sealer Not Reset Check SCA U (
10-JUN-22,08:11 :22,User frame 0(G:1)
10-JUN-22,08:11 :22,Tool frame 1(G:1)
10-JUN-22,08:07 :04,"DCS SSO Fence Open 1,1"
10-JUN-22,08:07 :00,"DCS SSO Fence Open 1,1"
10-JUN-22,08:01 :24,"DCS SSO Fence Open 1,1"
10-JUN-22,08:01 :24,Controlled Stop
10-JUN-22,07:53 :06,"DCS SSO Fence Open 1,1"
10-JUN-22,07:53 :06,Controlled Stop
10-JUN-22,07:52 :10,Tool frame 2(G:1)
10-JUN-22,07:52 :10,Menu changed 'USER'
10-JUN-22,07:51 :48,Menu changed 'STYLE012'
10-JUN-22,07:51 :48,EDIT is pressed
10-JUN-22,07:51 :46,2 is entered
10-JUN-22,07:48 :52,User frame 1(G:1)
10-JUN-22,07:48 :34,User frame 0(G:1)
10-JUN-22,07:48 :34,Tool frame 1(G:1)
10-JUN-22,07:46 :54,"DCS SSO Fence Open 1,1"
10-JUN-22,07:46 :50,"DCS SSO Fence Open 1,1"
10-JUN-22,07:45 :58,"DCS SSO Fence Open 1,1"
10-JUN-22,07:45 :58,Controlled Stop
10-JUN-22,07:22 :10,"DCS SSO Fence Open 1,1"
10-JUN-22,07:22 :10,Controlled Stop
10-JUN-22,07:19 :12,"DCS SSO Fence Open 1,1"
10-JUN-22,07:19 :12,Controlled Stop
10-JUN-22,07:13 :54,Tool frame 2(G:1)
10-JUN-22,07:12 :46,User frame 1(G:1)
10-JUN-22,07:12 :28,User frame 0(G:1)
10-JUN-22,07:12 :28,Tool frame 1(G:1)
10-JUN-22,07:07 :54,"DCS SSO Fence Open 1,1"
10-JUN-22,07:06 :38,"DCS SSO Fence Open 1,1"
10-JUN-22,07:06 :38,Controlled Stop
10-JUN-22,07:05 :46,Tool frame 2(G:1)
10-JUN-22,07:04 :38,User frame 1(G:1)
10-JUN-22,07:04 :20,User frame 0(G:1)
10-JUN-22,07:04 :20,Tool frame 1(G:1)
10-JUN-22,07:01 :10,Tool frame 2(G:1)
10-JUN-22,07:00 :02,User frame 1(G:1)
10-JUN-22,06:59 :44,User frame 0(G:1)
10-JUN-22,06:59 :44,Tool frame 1(G:1)
10-JUN-22,06:47 :06,"DCS SSO Fence Open 1,1"
10-JUN-22,06:47 :06,Controlled Stop
10-JUN-22,06:43 :24,Tool frame 2(G:1)
10-JUN-22,06:42 :16,User frame 1(G:1)
10-JUN-22,06:41 :58,User frame 0(G:1)
10-JUN-22,06:41 :58,Tool frame 1(G:1)
10-JUN-22,06:37 :26,Tool frame 2(G:1)
10-JUN-22,06:36 :18,Menu changed 'USER'
10-JUN-22,06:35 :22,"DCS SSO Fence Open 1,1"
10-JUN-22,06:33 :06,"DCS SSO Fence Open 1,1"
10-JUN-22,06:33 :04,Controlled Stop
10-JUN-22,06:32 :38,"DCS SSO Fence Open 1,1"
10-JUN-22,06:32 :38,Controlled Stop
10-JUN-22,06:32 :30,Menu changed 'ALARM Recovery'
10-JUN-22,06:25 :48,User frame 1(G:1)
10-JUN-22,06:18 :12,Tool frame 1(G:1)
10-JUN-22,06:17 :26,Tool frame 2(G:1)
10-JUN-22,04:17 :50,Tool frame 1(G:1)
10-JUN-22,04:17 :02,Tool frame 2(G:1)
10-JUN-22,02:17 :26,Tool frame 1(G:1)
10-JUN-22,02:16 :40,Tool frame 2(G:1)
10-JUN-22,00:17 :04,Tool frame 1(G:1)
10-JUN-22,00:16 :16,Tool frame 2(G:1)
09-JUN-22,22:16 :38,Tool frame 1(G:1)
09-JUN-22,22:15 :54,Tool frame 2(G:1)
09-JUN-22,20:16 :14,Tool frame 1(G:1)
09-JUN-22,20:15 :30,Tool frame 2(G:1)
09-JUN-22,18:15 :56,Tool frame 1(G:1)
09-JUN-22,18:15 :08,Tool frame 2(G:1)
09-JUN-22,18:13 :36,Menu changed 'USER'
09-JUN-22,18:13 :36,User frame 0(G:1)
09-JUN-22,18:13 :36,Tool frame 1(G:1)
09-JUN-22,16:24 :08,PREV is pressed
09-JUN-22,16:23 :50,"SHIFT,COORD is pressed"
09-JUN-22,16:23 :02,F4(  PAN  R) is pressed
09-JUN-22,16:23 :00,F5(OTATE  >) is pressed
09-JUN-22,16:22 :54,F3(  ZOOM  ) is pressed
09-JUN-22,16:22 :50,'4D Frame Display' is selected
09-JUN-22,16:22 :42,F1([ TYPE ]) is pressed
09-JUN-22,16:22 :38,F5(OTATE  >) is pressed
09-JUN-22,16:22 :34,'4D TCP Trace' is selected
09-JUN-22,16:22 :30,F1([ TYPE ]) is pressed
09-JUN-22,16:22 :20,Menu changed '4D GRAPHICS  Display'
09-JUN-22,16:22 :20,'4D Display' is selected in '4D GRAPHI
09-JUN-22,16:22 :20,ENTER is pressed
09-JUN-22,16:22 :16,ENTER is pressed
09-JUN-22,16:22 :08,PREV is pressed
09-JUN-22,16:22 :02,"SHIFT,COORD is pressed"
09-JUN-22,16:14 :34,Tool frame 2(G:1)
09-JUN-22,16:12 :26,User frame 1(G:1)
09-JUN-22,16:12 :06,User frame 0(G:1)
09-JUN-22,16:12 :06,Tool frame 1(G:1)
09-JUN-22,15:52 :40,"DCS SSO Ext Emergency Stop 1,1"
09-JUN-22,15:52 :38,Controlled Stop
09-JUN-22,15:17 :12,Tool frame 2(G:1)
09-JUN-22,15:16 :06,User frame 1(G:1)
09-JUN-22,15:15 :48,User frame 0(G:1)
09-JUN-22,15:15 :48,Tool frame 1(G:1)
09-JUN-22,15:11 :58,"DCS SSO Fence Open 1,1"
09-JUN-22,15:11 :58,Controlled Stop
09-JUN-22,14:39 :46,Tool frame 2(G:1)
09-JUN-22,14:38 :38,User frame 1(G:1)
09-JUN-22,14:38 :20,User frame 0(G:1)
09-JUN-22,14:38 :20,Tool frame 1(G:1)
09-JUN-22,14:35 :24,"DCS SSO Fence Open 1,1"
09-JUN-22,14:35 :24,Controlled Stop
09-JUN-22,14:33 :54,Tool frame 2(G:1)
09-JUN-22,14:32 :46,User frame 1(G:1)
09-JUN-22,14:32 :28,User frame 0(G:1)
09-JUN-22,14:32 :28,Tool frame 1(G:1)
09-JUN-22,14:26 :30,"DCS SSO Fence Open 1,1"
09-JUN-22,14:26 :30,Controlled Stop
09-JUN-22,14:19 :02,Tool frame 2(G:1)
09-JUN-22,14:17 :54,User frame 1(G:1)
09-JUN-22,14:17 :38,User frame 0(G:1)
09-JUN-22,14:17 :38,Tool frame 1(G:1)
09-JUN-22,13:48 :24,Tool frame 2(G:1)
09-JUN-22,13:47 :16,User frame 1(G:1)
09-JUN-22,13:47 :00,User frame 0(G:1)
09-JUN-22,13:47 :00,Tool frame 1(G:1)
09-JUN-22,13:40 :20,Tool frame 2(G:1)
09-JUN-22,13:39 :14,User frame 1(G:1)
09-JUN-22,13:38 :56,User frame 0(G:1)
09-JUN-22,13:38 :56,Tool frame 1(G:1)
09-JUN-22,13:20 :14,Tool frame 2(G:1)
09-JUN-22,13:19 :06,User frame 1(G:1)
09-JUN-22,12:46 :18,Tool frame 1(G:1)
09-JUN-22,12:45 :30,Tool frame 2(G:1)
09-JUN-22,12:43 :58,User frame 0(G:1)
09-JUN-22,12:43 :58,Tool frame 1(G:1)
09-JUN-22,10:44 :56,Tool frame 2(G:1)
09-JUN-22,10:43 :50,User frame 1(G:1)
09-JUN-22,10:43 :32,User frame 0(G:1)
09-JUN-22,10:43 :32,Tool frame 1(G:1)
09-JUN-22,10:25 :28,"DCS SSO Fence Open 1,1"
09-JUN-22,10:25 :28,Controlled Stop
09-JUN-22,10:20 :48,"DCS SSO Fence Open 1,1"
09-JUN-22,10:20 :48,Controlled Stop
09-JUN-22,10:15 :58,"DCS SSO Fence Open 1,1"
09-JUN-22,10:15 :58,Controlled Stop
09-JUN-22,10:09 :32,Tool frame 2(G:1)
09-JUN-22,10:08 :24,User frame 1(G:1)
09-JUN-22,10:08 :06,User frame 0(G:1)
09-JUN-22,10:08 :06,Tool frame 1(G:1)
09-JUN-22,09:57 :08,Tool frame 2(G:1)
09-JUN-22,09:56 :00,User frame 1(G:1)
09-JUN-22,09:55 :44,User frame 0(G:1)
09-JUN-22,09:55 :44,Tool frame 1(G:1)
09-JUN-22,09:50 :04,"DCS SSO Fence Open 1,1"
09-JUN-22,09:50 :04,Controlled Stop
09-JUN-22,09:42 :24,"DCS SSO Fence Open 1,1"
09-JUN-22,09:41 :54,"DCS SSO Fence Open 1,1"
09-JUN-22,09:39 :42,"DCS SSO Fence Open 1,1"
09-JUN-22,09:39 :42,Controlled Stop
09-JUN-22,09:32 :28,"DCS SSO Fence Open 1,1"
09-JUN-22,09:32 :28,Controlled Stop
09-JUN-22,09:30 :52,Tool frame 2(G:1)
09-JUN-22,09:29 :44,User frame 1(G:1)
09-JUN-22,09:29 :28,User frame 0(G:1)
09-JUN-22,09:29 :28,Tool frame 1(G:1)
09-JUN-22,08:59 :14,"DCS SSO Fence Open 1,1"
09-JUN-22,08:59 :14,Controlled Stop
09-JUN-22,08:56 :58,Tool frame 2(G:1)
09-JUN-22,08:55 :50,User frame 1(G:1)
09-JUN-22,08:55 :32,User frame 0(G:1)
09-JUN-22,08:55 :32,Tool frame 1(G:1)
09-JUN-22,08:27 :48,Tool frame 2(G:1)
09-JUN-22,08:26 :40,User frame 1(G:1)
09-JUN-22,08:26 :24,User frame 0(G:1)
09-JUN-22,08:26 :24,Tool frame 1(G:1)
09-JUN-22,08:23 :38,Tool frame 2(G:1)
09-JUN-22,08:23 :38,Menu changed 'USER'
09-JUN-22,08:23 :12,Menu changed 'STYLE012'
09-JUN-22,08:23 :12,EDIT is pressed
09-JUN-22,08:23 :06,2 is entered
09-JUN-22,08:22 :28,Override 100%
09-JUN-22,08:22 :28,+% is pressed
09-JUN-22,08:22 :28,+% is pressed
09-JUN-22,08:22 :28,Override 80%
09-JUN-22,08:22 :28,+% is pressed
09-JUN-22,08:22 :28,Override 70%
09-JUN-22,08:22 :28,-% is pressed
09-JUN-22,08:22 :26,Override 80%
09-JUN-22,08:22 :26,+% is pressed
09-JUN-22,08:22 :26,+% is pressed
09-JUN-22,08:22 :26,Override 60%
09-JUN-22,08:22 :26,+% is pressed
09-JUN-22,08:22 :26,Override 50%
09-JUN-22,08:22 :26,-% is pressed
09-JUN-22,08:22 :26,Override 60%
09-JUN-22,08:22 :26,-% is pressed
09-JUN-22,08:22 :26,Override 70%
09-JUN-22,08:22 :24,-% is pressed
09-JUN-22,08:22 :24,Override 80%
09-JUN-22,08:22 :24,-% is pressed
09-JUN-22,08:22 :24,Override 90%
09-JUN-22,08:22 :24,-% is pressed
09-JUN-22,08:22 :24,3 is entered
09-JUN-22,08:16 :50,Menu changed 'USER'
09-JUN-22,08:08 :36,"DCS SSO Fence Open 1,1"
09-JUN-22,08:08 :36,Controlled Stop
09-JUN-22,08:08 :36,Menu changed 'ALARM Recovery'
09-JUN-22,08:06 :46,User frame 1(G:1)
09-JUN-22,08:06 :26,User frame 0(G:1)
09-JUN-22,08:06 :26,Tool frame 1(G:1)
09-JUN-22,08:02 :58,Tool frame 2(G:1)
09-JUN-22,08:02 :02,Menu changed 'USER'
09-JUN-22,08:02 :02,Menu changed 'STYLE012'
09-JUN-22,08:02 :02,2 is entered
09-JUN-22,08:01 :46,Menu changed 'USER'
09-JUN-22,08:01 :10,Menu changed 'S012SD01'
09-JUN-22,08:01 :10,EDIT is pressed
09-JUN-22,08:01 :10,SHIFT +% is pressed
09-JUN-22,08:01 :10,SHIFT +% is pressed
09-JUN-22,08:01 :10,SHIFT +% is pressed
09-JUN-22,08:01 :10,Override 100%
09-JUN-22,08:01 :10,SHIFT +% is pressed
09-JUN-22,08:01 :08,SHIFT +% is pressed
09-JUN-22,07:59 :48,User frame 1(G:1)
09-JUN-22,07:59 :28,Menu changed 'USER'
09-JUN-22,07:59 :28,User frame 0(G:1)
09-JUN-22,07:59 :28,Tool frame 1(G:1)
09-JUN-22,07:57 :08,"DCS SSO Fence Open 1,1"
09-JUN-22,07:57 :08,Controlled Stop
09-JUN-22,07:54 :56,Menu changed 'STYLE012'
09-JUN-22,07:54 :56,EDIT is pressed
09-JUN-22,07:54 :54,PREV is pressed
09-JUN-22,07:49 :32,"DCS SSO Fence Open 1,1"
09-JUN-22,07:49 :32,Controlled Stop
09-JUN-22,07:44 :46,"DCS SSO Fence Open 1,1"
09-JUN-22,07:44 :46,Controlled Stop
09-JUN-22,07:29 :14,Tool frame 2(G:1)
09-JUN-22,07:27 :00,User frame 1(G:1)
09-JUN-22,07:26 :38,User frame 0(G:1)
09-JUN-22,07:26 :38,Tool frame 1(G:1)
09-JUN-22,07:25 :44,"DCS SSO Fence Open 1,1"
09-JUN-22,07:25 :42,Controlled Stop
09-JUN-22,07:25 :00,"DCS SSO Fence Open 1,1"
09-JUN-22,07:25 :00,Controlled Stop
09-JUN-22,07:20 :18,Tool frame 2(G:1)
09-JUN-22,07:18 :06,User frame 1(G:1)
09-JUN-22,07:17 :44,User frame 0(G:1)
09-JUN-22,07:17 :44,Tool frame 1(G:1)
09-JUN-22,07:04 :18,"DCS SSO Fence Open 1,1"
09-JUN-22,07:04 :18,Controlled Stop
09-JUN-22,06:58 :38,"DCS SSO Fence Open 1,1"
09-JUN-22,06:56 :32,"DCS SSO Fence Open 1,1"
09-JUN-22,06:56 :32,Controlled Stop
09-JUN-22,06:55 :08,"DCS SSO Fence Open 1,1"
09-JUN-22,06:55 :08,Controlled Stop
09-JUN-22,06:44 :42,"DCS SSO Fence Open 1,1"
09-JUN-22,06:44 :42,Controlled Stop
09-JUN-22,06:43 :12,Tool frame 2(G:1)
09-JUN-22,06:41 :00,User frame 1(G:1)
09-JUN-22,06:39 :44,Tool frame 1(G:1)
09-JUN-22,06:38 :58,Tool frame 2(G:1)
09-JUN-22,06:38 :52,Menu changed 'USER'
09-JUN-22,06:38 :18,Menu changed 'ALARM Recovery'
09-JUN-22,06:37 :44,Menu changed 'USER'
09-JUN-22,06:37 :42,Tool frame 1(G:1)
09-JUN-22,06:37 :06,"DCS SSO Fence Open 1,1"
09-JUN-22,06:37 :04,Controlled Stop
09-JUN-22,06:37 :00,"DCS SSO Fence Open 1,1"
09-JUN-22,06:36 :58,Controlled Stop
09-JUN-22,06:36 :24,"DCS SSO Fence Open 1,1"
09-JUN-22,06:35 :42,"DCS SSO Fence Open 1,1"
09-JUN-22,06:34 :56,"DCS SSO Fence Open 1,1"
09-JUN-22,06:34 :44,"DCS SSO Fence Open 1,1"
09-JUN-22,06:34 :40,"DCS SSO Fence Open 1,1"
09-JUN-22,06:34 :32,"DCS SSO Fence Open 1,1"
09-JUN-22,06:34 :22,"DCS SSO Fence Open 1,1"
09-JUN-22,06:34 :12,"DCS SSO Fence Open 1,1"
09-JUN-22,06:12 :16,"DCS SSO Fence Open 1,1"
09-JUN-22,06:11 :54,"DCS SSO Fence Open 1,1"
09-JUN-22,06:11 :54,RESET is pressed
09-JUN-22,06:11 :54,"DCS SSO Fence Open 1,1"
09-JUN-22,06:11 :54,RESET is pressed
09-JUN-22,06:11 :52,"DCS SSO Fence Open 1,1"
09-JUN-22,06:11 :52,RESET is pressed
09-JUN-22,06:11 :52,"DCS SSO Fence Open 1,1"
09-JUN-22,06:11 :52,RESET is pressed
08-JUN-22,19:49 :30,"DCS SSO Ext Emergency Stop 1,1"
08-JUN-22,19:49 :30,"DCS SSO Fence Open 1,1"
08-JUN-22,19:05 :52,Operation mode AUTO Selected
08-JUN-22,19:04 :56,"TP OFF in T1,T2"
08-JUN-22,19:04 :56,IMSTP input (Group:1)
08-JUN-22,19:04 :56,TP disabled in T1/T2 mode
08-JUN-22,19:04 :56,TP disabled in T1/T2 mode
08-JUN-22,19:04 :56,Operation mode T1 Selected
15-JUN-22,11:59 :38,DI[   44]    ON  -> OFF
15-JUN-22,11:59 :38,GO[    5]    11 -> 0
15-JUN-22,11:59 :38,DO[   44]    ON  -> OFF
15-JUN-22,11:59 :38,DI[   44]    OFF -> ON
15-JUN-22,11:59 :38,DO[   44]    OFF -> ON
15-JUN-22,11:59 :38,DI[  711]    ON  -> OFF
15-JUN-22,11:59 :38,GO[    5]    0 -> 11
15-JUN-22,11:59 :38,DO[   24]    ON  -> OFF
15-JUN-22,11:59 :38,DI[  911]    ON  -> OFF
15-JUN-22,11:59 :38,DI[   44]    ON  -> OFF
15-JUN-22,11:59 :38,DO[   44]    ON  -> OFF
15-JUN-22,11:59 :38,DI[   44]    OFF -> ON
15-JUN-22,11:59 :38,DO[   44]    OFF -> ON
15-JUN-22,11:59 :36,DI[   44]    ON  -> OFF
15-JUN-22,11:59 :36,DI[  711]    OFF -> ON
15-JUN-22,11:59 :36,GO[    5]    11 -> 0
15-JUN-22,11:59 :36,DO[   44]    ON  -> OFF
15-JUN-22,11:59 :36,DO[   24]    OFF -> ON
15-JUN-22,11:59 :36,DI[  911]    OFF -> ON
15-JUN-22,11:59 :36,DO[   44]    OFF -> ON
15-JUN-22,11:59 :36,GO[    5]    0 -> 11
15-JUN-22,11:59 :36,DI[   44]    ON  -> OFF
15-JUN-22,11:59 :36,DI[   44]    OFF -> ON
15-JUN-22,11:59 :36,DO[   44]    ON  -> OFF
15-JUN-22,11:59 :36,DO[   44]    OFF -> ON
15-JUN-22,11:59 :36,DI[  711]    ON  -> OFF
15-JUN-22,11:59 :36,DI[   44]    ON  -> OFF
15-JUN-22,11:59 :36,DO[   24]    ON  -> OFF
15-JUN-22,11:59 :36,DI[  911]    ON  -> OFF
15-JUN-22,11:59 :36,DO[   42]    ON  -> OFF
15-JUN-22,11:59 :36,GO[    5]    11 -> 0
15-JUN-22,11:59 :36,DO[   44]    ON  -> OFF
15-JUN-22,11:59 :36,DO[   44]    OFF -> ON
15-JUN-22,11:59 :36,GO[    5]    0 -> 11
15-JUN-22,11:59 :34,DI[   44]    ON  -> OFF
15-JUN-22,11:59 :34,DI[   44]    OFF -> ON
15-JUN-22,11:59 :34,DO[   44]    ON  -> OFF
15-JUN-22,11:59 :34,DO[   44]    OFF -> ON
15-JUN-22,11:59 :34,DI[  711]    OFF -> ON
15-JUN-22,11:59 :34,DI[  911]    OFF -> ON
15-JUN-22,11:59 :34,DO[   24]    OFF -> ON
15-JUN-22,11:59 :34,DO[   42]    OFF -> ON
15-JUN-22,11:59 :34,DI[   44]    ON  -> OFF
15-JUN-22,11:59 :34,DO[   44]    ON  -> OFF
15-JUN-22,11:59 :34,GO[    5]    11 -> 0
15-JUN-22,11:59 :34,DO[   44]    OFF -> ON
15-JUN-22,11:59 :34,GO[    5]    0 -> 11
15-JUN-22,11:59 :34,DI[   44]    ON  -> OFF
15-JUN-22,11:59 :34,DI[   44]    OFF -> ON
15-JUN-22,11:59 :34,DO[   44]    ON  -> OFF
15-JUN-22,11:59 :34,DO[   44]    OFF -> ON
15-JUN-22,11:59 :34,DI[  711]    ON  -> OFF
15-JUN-22,11:59 :34,DI[  911]    ON  -> OFF
15-JUN-22,11:59 :34,DO[   24]    ON  -> OFF
15-JUN-22,11:59 :34,DO[   42]    ON  -> OFF
15-JUN-22,11:59 :34,DI[   44]    ON  -> OFF
15-JUN-22,11:59 :34,GO[    5]    11 -> 0
15-JUN-22,11:59 :34,DO[   44]    ON  -> OFF
15-JUN-22,11:59 :34,DO[   44]    OFF -> ON
15-JUN-22,11:59 :32,GO[    5]    0 -> 11
15-JUN-22,11:59 :32,DI[   44]    ON  -> OFF
15-JUN-22,11:59 :32,DI[   44]    OFF -> ON
15-JUN-22,11:59 :32,DO[   44]    ON  -> OFF
15-JUN-22,11:59 :32,DI[  711]    OFF -> ON
15-JUN-22,11:59 :32,DO[   44]    OFF -> ON
15-JUN-22,11:59 :32,DI[  911]    OFF -> ON
15-JUN-22,11:59 :32,DO[   24]    OFF -> ON
15-JUN-22,11:59 :32,DO[   42]    OFF -> ON
15-JUN-22,11:59 :32,DI[   44]    ON  -> OFF
15-JUN-22,11:59 :32,GO[    5]    11 -> 0
15-JUN-22,11:59 :32,DO[   44]    ON  -> OFF
15-JUN-22,11:59 :32,DO[   44]    OFF -> ON
15-JUN-22,11:59 :32,GO[    5]    0 -> 11
15-JUN-22,11:59 :32,DI[  711]    ON  -> OFF
15-JUN-22,11:59 :32,DI[   44]    ON  -> OFF
15-JUN-22,11:59 :32,DI[  911]    ON  -> OFF
15-JUN-22,11:59 :32,DO[   44]    ON  -> OFF
15-JUN-22,11:59 :32,DI[   44]    OFF -> ON
15-JUN-22,11:59 :32,DO[   24]    ON  -> OFF
15-JUN-22,11:59 :32,DO[   44]    OFF -> ON
15-JUN-22,11:59 :30,DI[   44]    ON  -> OFF
15-JUN-22,11:59 :30,DO[   44]    ON  -> OFF
15-JUN-22,11:59 :30,GO[    5]    11 -> 0
15-JUN-22,11:59 :30,DO[   44]    OFF -> ON
15-JUN-22,11:59 :30,GO[    5]    0 -> 11
15-JUN-22,11:59 :30,DI[  711]    OFF -> ON
15-JUN-22,11:59 :30,DI[  911]    OFF -> ON
15-JUN-22,11:59 :30,DI[   44]    ON  -> OFF
15-JUN-22,11:59 :30,DO[   24]    OFF -> ON
15-JUN-22,11:59 :30,DI[   44]    OFF -> ON
15-JUN-22,11:59 :30,DO[   44]    ON  -> OFF
15-JUN-22,11:59 :30,DO[   44]    OFF -> ON
15-JUN-22,11:59 :30,DI[   44]    ON  -> OFF
15-JUN-22,11:59 :30,GO[    5]    11 -> 0
15-JUN-22,11:59 :30,DO[   44]    ON  -> OFF
15-JUN-22,11:59 :30,DO[   44]    OFF -> ON
15-JUN-22,11:59 :30,DI[  711]    ON  -> OFF
15-JUN-22,11:59 :30,GO[    5]    0 -> 11
15-JUN-22,11:59 :30,DI[  911]    ON  -> OFF
15-JUN-22,11:59 :30,DO[   24]    ON  -> OFF
15-JUN-22,11:59 :30,DI[   44]    ON  -> OFF
15-JUN-22,11:59 :30,DI[   44]    OFF -> ON
15-JUN-22,11:59 :30,DO[   44]    ON  -> OFF
15-JUN-22,11:59 :30,DO[   44]    OFF -> ON
15-JUN-22,11:59 :28,DI[   44]    ON  -> OFF
15-JUN-22,11:59 :28,GO[    5]    11 -> 0
15-JUN-22,11:59 :28,DO[   44]    ON  -> OFF
15-JUN-22,11:59 :28,DI[  711]    OFF -> ON
15-JUN-22,11:59 :28,DI[   44]    OFF -> ON
15-JUN-22,11:59 :28,DO[   44]    OFF -> ON
15-JUN-22,11:59 :28,DI[  911]    OFF -> ON
15-JUN-22,11:59 :28,GO[    5]    0 -> 11
15-JUN-22,11:59 :28,DO[   24]    OFF -> ON
15-JUN-22,11:59 :28,DO[   42]    OFF -> ON
15-JUN-22,11:59 :28,DI[   44]    ON  -> OFF
15-JUN-22,11:59 :28,DO[   44]    ON  -> OFF
15-JUN-22,11:59 :28,DI[   44]    OFF -> ON
15-JUN-22,11:59 :28,DO[   44]    OFF -> ON
15-JUN-22,11:59 :28,DI[  711]    ON  -> OFF
15-JUN-22,11:59 :28,DI[   44]    ON  -> OFF
15-JUN-22,11:59 :28,DI[  911]    ON  -> OFF
15-JUN-22,11:59 :28,GO[    5]    11 -> 0
15-JUN-22,11:59 :28,DO[   44]    ON  -> OFF
15-JUN-22,11:59 :28,DO[   44]    OFF -> ON
15-JUN-22,11:59 :28,DO[   24]    ON  -> OFF
15-JUN-22,11:59 :28,DO[   42]    ON  -> OFF
15-JUN-22,11:59 :28,GO[    5]    0 -> 11
15-JUN-22,11:59 :26,DI[   44]    ON  -> OFF
15-JUN-22,11:59 :26,DI[   44]    OFF -> ON
15-JUN-22,11:59 :26,DO[   44]    ON  -> OFF
15-JUN-22,11:59 :26,DO[   44]    OFF -> ON
15-JUN-22,11:59 :26,DI[  711]    OFF -> ON
15-JUN-22,11:59 :26,DI[  911]    OFF -> ON
15-JUN-22,11:59 :26,DI[   44]    ON  -> OFF
15-JUN-22,11:59 :26,GO[    5]    11 -> 0
15-JUN-22,11:59 :26,DO[   24]    OFF -> ON
15-JUN-22,11:59 :26,DO[   42]    OFF -> ON
15-JUN-22,11:59 :26,DO[   44]    OFF -> ON
15-JUN-22,11:59 :26,GO[    5]    0 -> 11
15-JUN-22,11:59 :26,DI[   44]    ON  -> OFF
15-JUN-22,11:59 :26,DO[   44]    ON  -> OFF
15-JUN-22,11:59 :26,DI[   44]    OFF -> ON
15-JUN-22,11:59 :26,DO[   44]    OFF -> ON
15-JUN-22,11:59 :26,DI[  711]    ON  -> OFF
15-JUN-22,11:59 :26,DI[  911]    ON  -> OFF
