Date,Time,Facility,Error
01-JUL-22,11:35:16,SYST-043,TP disabled in T1/T2 mode
01-JUL-22,11:35:16,SRVO-003,Deadman switch released
01-JUL-22,11:35:16,PRIO-063,Bad I/O asg: rack 89 slot 1
01-JUL-22,11:35:16,SYST-179,SHIFT-RESET Released
01-JUL-22,11:35:02,SYST-178,SHIFT-RESET Pressed
01-JUL-22,11:35:02,SYST-178,SHIFT-RESET Pressed
01-JUL-22,11:33:44,PRIO-063,Bad I/O asg: rack 89 slot 1
01-JUL-22,11:33:44,SRVO-003,Deadman switch released
01-JUL-22,11:27:42,SRVO-003,Deadman switch released
01-JUL-22,19:44:38,SYST-034,HOLD signal from SOP/UOP is lost
01-JUL-22,19:36:50,SYST-034,HOLD signal from SOP/UOP is lost
01-JUL-22,19:32:20,SYST-034,HOLD signal from SOP/UOP is lost
01-JUL-22,19:25:06,SYST-014,Program select failed
01-JUL-22,19:24:04,SYST-034,HOLD signal from SOP/UOP is lost
01-JUL-22,19:23:40,SYST-014,Program select failed
01-JUL-22,18:41:26,SYST-034,HOLD signal from SOP/UOP is lost
01-JUL-22,18:33:50,SYST-034,HOLD signal from SOP/UOP is lost
01-JUL-22,18:29:08,SYST-034,HOLD signal from SOP/UOP is lost
01-JUL-22,18:23:40,SYST-034,HOLD signal from SOP/UOP is lost
01-JUL-22,18:13:36,SYST-034,HOLD signal from SOP/UOP is lost
01-JUL-22,18:02:36,SYST-034,HOLD signal from SOP/UOP is lost
01-JUL-22,17:40:28,SYST-034,HOLD signal from SOP/UOP is lost
01-JUL-22,17:24:22,SYST-014,Program select failed
01-JUL-22,17:20:30,SYST-014,Program select failed
01-JUL-22,16:47:18,APSH-129,Tryout mode disabled
01-JUL-22,16:45:24,SYST-034,HOLD signal from SOP/UOP is lost
01-JUL-22,16:45:24,PRIO-063,Bad I/O asg: rack 89 slot 1
01-JUL-22,16:41:04,PRIO-063,Bad I/O asg: rack 89 slot 1
01-JUL-22,16:41:02,SRVO-407,"DCS SSO Fence Open 1,1"
01-JUL-22,16:39:56,SRVO-407,"DCS SSO Fence Open 1,1"
01-JUL-22,16:39:56,SRVO-199,Controlled Stop
01-JUL-22,16:03:50,FILE-078,Auto backup complete
01-JUL-22,16:00:00,FILE-077,Auto backup start (MC:\PROG\)
01-JUL-22,15:42:00,DIAG-009,G1 Basic quarterly check in   -226.3  days
01-JUL-22,15:42:00,DIAG-009,G1 1st controller check in   -226.3  days
01-JUL-22,15:42:00,DIAG-009,G1 1st mechanical check in   -226.3  days
01-JUL-22,15:42:00,DIAG-009,G1 1st cleaning of cont. ventilation in   -287.1  days
01-JUL-22,11:56:06,SYST-034,HOLD signal from SOP/UOP is lost
01-JUL-22,11:56:04,PRIO-063,Bad I/O asg: rack 89 slot 1
01-JUL-22,11:54:20,SYST-040,Operation mode AUTO Selected
01-JUL-22,11:54:20,SRVO-407,"DCS SSO Fence Open 1,1"
01-JUL-22,11:54:20,SRVO-233,"TP OFF in T1,T2"
01-JUL-22,11:54:20,SYST-043,TP disabled in T1/T2 mode
01-JUL-22,11:54:20,SRVO-003,Deadman switch released
01-JUL-22,11:54:20,PRIO-063,Bad I/O asg: rack 89 slot 1
01-JUL-22,11:54:20,SYST-179,SHIFT-RESET Released
01-JUL-22,11:53:44,SYST-178,SHIFT-RESET Pressed
01-JUL-22,11:53:44,SYST-178,SHIFT-RESET Pressed
01-JUL-22,11:53:34,SRVO-003,Deadman switch released
01-JUL-22,11:53:10,PRIO-063,Bad I/O asg: rack 89 slot 1
01-JUL-22,11:53:10,SYST-179,SHIFT-RESET Released
01-JUL-22,11:53:06,SYST-178,SHIFT-RESET Pressed
01-JUL-22,11:53:04,SYST-178,SHIFT-RESET Pressed
01-JUL-22,11:52:42,SRVO-003,Deadman switch released
01-JUL-22,11:52:38,INTP-213,"Seal Not Ready For Appl (SL_PROG, 137) UALM[174]"
01-JUL-22,11:52:10,PROG-048,Shift released while running (STYLE007)
01-JUL-22,11:52:04,PROG-048,Shift released while running (STYLE007)
01-JUL-22,11:51:58,PROG-048,Shift released while running (STYLE007)
01-JUL-22,11:51:56,PROG-048,Shift released while running (STYLE007)
01-JUL-22,11:51:40,PROG-048,Shift released while running (STYLE007)
01-JUL-22,11:51:16,PROG-048,Shift released while running (STYLE007)
01-JUL-22,11:51:10,PROG-048,Shift released while running (STYLE007)
01-JUL-22,11:50:34,PROG-048,Shift released while running (STYLE007)
01-JUL-22,11:50:16,PRIO-063,Bad I/O asg: rack 89 slot 1
01-JUL-22,11:50:16,PROG-048,Shift released while running (STYLE007)
01-JUL-22,11:50:16,SYST-179,SHIFT-RESET Released
01-JUL-22,11:50:10,SYST-178,SHIFT-RESET Pressed
01-JUL-22,11:50:08,SYST-178,SHIFT-RESET Pressed
01-JUL-22,11:50:04,SRVO-003,Deadman switch released
01-JUL-22,11:50:02,PROG-048,Shift released while running (STYLE007)
01-JUL-22,11:49:36,PROG-048,Shift released while running (STYLE007)
01-JUL-22,11:48:54,PROG-048,Shift released while running (STYLE007)
01-JUL-22,11:46:56,MOTN-200,"(S007SD01, 288) Too long anticipate time"
01-JUL-22,11:46:50,MOTN-056,Speed limits used (G:1)
01-JUL-22,11:46:46,PROG-048,Shift released while running (STYLE007)
01-JUL-22,11:46:44,MOTN-056,Speed limits used (G:1)
01-JUL-22,11:46:36,PROG-048,Shift released while running (STYLE007)
01-JUL-22,11:46:34,MOTN-200,"(S007SD01, 278) Too long anticipate time"
01-JUL-22,11:46:34,MOTN-231,T1 speed limit (G:1)
01-JUL-22,11:46:30,MOTN-056,Speed limits used (G:1)
01-JUL-22,11:43:30,MOTN-056,Speed limits used (G:1)
01-JUL-22,11:43:20,MOTN-056,Speed limits used (G:1)
01-JUL-22,11:43:08,PROG-048,Shift released while running (STYLE007)
01-JUL-22,11:42:50,PROG-048,Shift released while running (STYLE007)
01-JUL-22,11:42:40,PROG-048,Shift released while running (STYLE007)
01-JUL-22,11:42:16,PROG-048,Shift released while running (STYLE007)
01-JUL-22,11:42:08,PRIO-063,Bad I/O asg: rack 89 slot 1
01-JUL-22,11:42:08,SYST-179,SHIFT-RESET Released
01-JUL-22,11:42:08,SYST-178,SHIFT-RESET Pressed
01-JUL-22,11:42:06,SYST-178,SHIFT-RESET Pressed
01-JUL-22,11:41:56,SYST-038,Operation mode T1 Selected
01-JUL-22,11:41:56,SRVO-003,Deadman switch released
01-JUL-22,11:41:56,SYST-045,TP enabled in AUTO mode
01-JUL-22,11:41:38,SRVO-407,"DCS SSO Fence Open 1,1"
01-JUL-22,11:41:38,SRVO-199,Controlled Stop
01-JUL-22,11:37:52,SYST-034,HOLD signal from SOP/UOP is lost
01-JUL-22,11:37:52,PRIO-063,Bad I/O asg: rack 89 slot 1
01-JUL-22,19:44:38,SYST-034,HOLD signal from SOP/UOP is lost
01-JUL-22,19:36:50,SYST-034,HOLD signal from SOP/UOP is lost
01-JUL-22,19:32:20,SYST-034,HOLD signal from SOP/UOP is lost
01-JUL-22,19:25:06,SYST-014,Program select failed
01-JUL-22,19:24:04,SYST-034,HOLD signal from SOP/UOP is lost
01-JUL-22,19:23:40,SYST-014,Program select failed
01-JUL-22,18:41:26,SYST-034,HOLD signal from SOP/UOP is lost
01-JUL-22,18:33:50,SYST-034,HOLD signal from SOP/UOP is lost
01-JUL-22,18:29:08,SYST-034,HOLD signal from SOP/UOP is lost
01-JUL-22,18:23:40,SYST-034,HOLD signal from SOP/UOP is lost
01-JUL-22,18:13:36,SYST-034,HOLD signal from SOP/UOP is lost
01-JUL-22,18:02:36,SYST-034,HOLD signal from SOP/UOP is lost
01-JUL-22,17:40:28,SYST-034,HOLD signal from SOP/UOP is lost
01-JUL-22,17:24:22,SYST-014,Program select failed
01-JUL-22,17:20:30,SYST-014,Program select failed
01-JUL-22,16:47:18,APSH-129,Tryout mode disabled
01-JUL-22,16:45:24,SYST-034,HOLD signal from SOP/UOP is lost
01-JUL-22,16:45:24,PRIO-063,Bad I/O asg: rack 89 slot 1
01-JUL-22,16:41:04,PRIO-063,Bad I/O asg: rack 89 slot 1
01-JUL-22,16:41:02,SRVO-407,"DCS SSO Fence Open 1,1"
01-JUL-22,16:39:56,SRVO-407,"DCS SSO Fence Open 1,1"
01-JUL-22,16:39:56,SRVO-199,Controlled Stop
01-JUL-22,16:03:50,FILE-078,Auto backup complete
01-JUL-22,16:00:00,FILE-077,Auto backup start (MC:\PROG\)
01-JUL-22,15:42:00,DIAG-009,G1 Basic quarterly check in   -226.3  days
01-JUL-22,15:42:00,DIAG-009,G1 1st controller check in   -226.3  days
01-JUL-22,15:42:00,DIAG-009,G1 1st mechanical check in   -226.3  days
01-JUL-22,15:42:00,DIAG-009,G1 1st cleaning of cont. ventilation in   -287.1  days
01-JUL-22,11:56:06,SYST-034,HOLD signal from SOP/UOP is lost
01-JUL-22,11:56:04,PRIO-063,Bad I/O asg: rack 89 slot 1
01-JUL-22,11:54:20,SYST-040,Operation mode AUTO Selected
01-JUL-22,11:54:20,SRVO-407,"DCS SSO Fence Open 1,1"
01-JUL-22,11:54:20,SRVO-233,"TP OFF in T1,T2"
01-JUL-22,11:54:20,SYST-043,TP disabled in T1/T2 mode
01-JUL-22,11:54:20,SRVO-003,Deadman switch released
01-JUL-22,11:54:20,PRIO-063,Bad I/O asg: rack 89 slot 1
01-JUL-22,11:54:20,SYST-179,SHIFT-RESET Released
01-JUL-22,11:53:44,SYST-178,SHIFT-RESET Pressed
01-JUL-22,11:53:44,SYST-178,SHIFT-RESET Pressed
01-JUL-22,11:53:34,SRVO-003,Deadman switch released
01-JUL-22,11:53:10,PRIO-063,Bad I/O asg: rack 89 slot 1
01-JUL-22,11:53:10,SYST-179,SHIFT-RESET Released
01-JUL-22,11:53:06,SYST-178,SHIFT-RESET Pressed
01-JUL-22,11:53:04,SYST-178,SHIFT-RESET Pressed
01-JUL-22,11:52:42,SRVO-003,Deadman switch released
01-JUL-22,11:52:38,INTP-213,"Seal Not Ready For Appl (SL_PROG, 137) UALM[174]"
01-JUL-22,11:52:10,PROG-048,Shift released while running (STYLE007)
01-JUL-22,11:52:04,PROG-048,Shift released while running (STYLE007)
01-JUL-22,11:51:58,PROG-048,Shift released while running (STYLE007)
01-JUL-22,11:51:56,PROG-048,Shift released while running (STYLE007)
01-JUL-22,11:51:40,PROG-048,Shift released while running (STYLE007)
01-JUL-22,11:51:16,PROG-048,Shift released while running (STYLE007)
01-JUL-22,11:51:10,PROG-048,Shift released while running (STYLE007)
01-JUL-22,11:50:34,PROG-048,Shift released while running (STYLE007)
01-JUL-22,11:50:16,PRIO-063,Bad I/O asg: rack 89 slot 1
01-JUL-22,11:50:16,PROG-048,Shift released while running (STYLE007)
01-JUL-22,11:50:16,SYST-179,SHIFT-RESET Released
01-JUL-22,11:50:10,SYST-178,SHIFT-RESET Pressed
01-JUL-22,11:50:08,SYST-178,SHIFT-RESET Pressed
01-JUL-22,11:50:04,SRVO-003,Deadman switch released
01-JUL-22,11:50:02,PROG-048,Shift released while running (STYLE007)
01-JUL-22,11:49:36,PROG-048,Shift released while running (STYLE007)
01-JUL-22,11:48:54,PROG-048,Shift released while running (STYLE007)
01-JUL-22,11:46:56,MOTN-200,"(S007SD01, 288) Too long anticipate time"
01-JUL-22,11:46:50,MOTN-056,Speed limits used (G:1)
01-JUL-22,11:46:46,PROG-048,Shift released while running (STYLE007)
01-JUL-22,11:46:44,MOTN-056,Speed limits used (G:1)
01-JUL-22,11:46:36,PROG-048,Shift released while running (STYLE007)
01-JUL-22,11:46:34,MOTN-200,"(S007SD01, 278) Too long anticipate time"
01-JUL-22,11:46:34,MOTN-231,T1 speed limit (G:1)
01-JUL-22,11:46:30,MOTN-056,Speed limits used (G:1)
01-JUL-22,11:43:30,MOTN-056,Speed limits used (G:1)
01-JUL-22,11:43:20,MOTN-056,Speed limits used (G:1)
01-JUL-22,11:43:08,PROG-048,Shift released while running (STYLE007)
01-JUL-22,11:42:50,PROG-048,Shift released while running (STYLE007)
01-JUL-22,11:42:40,PROG-048,Shift released while running (STYLE007)
01-JUL-22,11:42:16,PROG-048,Shift released while running (STYLE007)
01-JUL-22,11:42:08,PRIO-063,Bad I/O asg: rack 89 slot 1
01-JUL-22,11:42:08,SYST-179,SHIFT-RESET Released
01-JUL-22,11:42:08,SYST-178,SHIFT-RESET Pressed
01-JUL-22,11:42:06,SYST-178,SHIFT-RESET Pressed
01-JUL-22,11:41:56,SYST-038,Operation mode T1 Selected
01-JUL-22,11:41:56,SRVO-003,Deadman switch released
01-JUL-22,11:41:56,SYST-045,TP enabled in AUTO mode
01-JUL-22,11:41:38,SRVO-407,"DCS SSO Fence Open 1,1"
01-JUL-22,11:41:38,SRVO-199,Controlled Stop
01-JUL-22,11:37:52,SYST-034,HOLD signal from SOP/UOP is lost
01-JUL-22,11:37:52,PRIO-063,Bad I/O asg: rack 89 slot 1
02-JUL-22,16:03:54,FILE-078,Auto backup complete
02-JUL-22,16:00:02,FILE-077,Auto backup start (MC:\PROG\)
02-JUL-22,15:43:02,DIAG-009,G1 Basic quarterly check in   -227.3  days
02-JUL-22,15:43:02,DIAG-009,G1 1st controller check in   -227.3  days
02-JUL-22,15:43:02,DIAG-009,G1 1st mechanical check in   -227.3  days
02-JUL-22,15:43:02,DIAG-009,G1 1st cleaning of cont. ventilation in   -288.1  days
02-JUL-22,15:33:32,TCPP-018,Begin Error Mode at line:23
02-JUL-22,15:33:14,SYST-034,HOLD signal from SOP/UOP is lost
02-JUL-22,15:18:36,TCPP-018,Begin Error Mode at line:23
02-JUL-22,15:18:16,SYST-034,HOLD signal from SOP/UOP is lost
02-JUL-22,15:17:54,TCPP-018,Begin Error Mode at line:23
02-JUL-22,15:17:36,SYST-034,HOLD signal from SOP/UOP is lost
02-JUL-22,15:02:32,TCPP-018,Begin Error Mode at line:23
02-JUL-22,15:02:00,SYST-034,HOLD signal from SOP/UOP is lost
02-JUL-22,13:25:20,SYST-014,Program select failed
02-JUL-22,13:25:20,PRIO-063,Bad I/O asg: rack 89 slot 1
02-JUL-22,13:13:24,SYST-040,Operation mode AUTO Selected
02-JUL-22,13:13:24,SRVO-233,"TP OFF in T1,T2"
02-JUL-22,13:13:24,SYST-043,TP disabled in T1/T2 mode
02-JUL-22,13:13:12,PRIO-063,Bad I/O asg: rack 89 slot 1
02-JUL-22,13:13:12,SRVO-003,Deadman switch released
02-JUL-22,13:12:32,SRVO-003,Deadman switch released
02-JUL-22,13:12:24,PRIO-063,Bad I/O asg: rack 89 slot 1
02-JUL-22,13:12:24,PRIO-063,Bad I/O asg: rack 89 slot 1
02-JUL-22,13:11:32,SRVO-003,Deadman switch released
02-JUL-22,13:11:28,PRIO-063,Bad I/O asg: rack 89 slot 1
02-JUL-22,13:11:28,SYST-179,SHIFT-RESET Released
02-JUL-22,13:11:18,SYST-178,SHIFT-RESET Pressed
02-JUL-22,13:11:16,PRIO-063,Bad I/O asg: rack 89 slot 1
02-JUL-22,13:11:04,SRVO-003,Deadman switch released
02-JUL-22,13:11:02,PRIO-063,Bad I/O asg: rack 89 slot 1
02-JUL-22,13:11:02,SYST-179,SHIFT-RESET Released
02-JUL-22,13:10:58,SYST-178,SHIFT-RESET Pressed
02-JUL-22,13:10:56,PRIO-063,Bad I/O asg: rack 89 slot 1
02-JUL-22,13:10:48,SRVO-003,Deadman switch released
02-JUL-22,13:10:22,TCPP-018,Begin Error Mode at line:10
02-JUL-22,13:10:14,PROG-048,Shift released while running (RET_HOME)
02-JUL-22,13:10:06,TCPP-018,Begin Error Mode at line:10
02-JUL-22,13:10:04,PROG-048,Shift released while running (RET_HOME)
02-JUL-22,13:09:48,TCPP-018,Begin Error Mode at line:10
02-JUL-22,13:09:36,PROG-048,Shift released while running (RET_HOME)
02-JUL-22,13:08:58,PRIO-063,Bad I/O asg: rack 89 slot 1
02-JUL-22,13:08:58,SYST-179,SHIFT-RESET Released
02-JUL-22,13:08:58,SYST-178,SHIFT-RESET Pressed
02-JUL-22,13:08:58,SYST-178,SHIFT-RESET Pressed
02-JUL-22,13:08:56,PRIO-063,Bad I/O asg: rack 89 slot 1
02-JUL-22,13:08:52,SRVO-003,Deadman switch released
02-JUL-22,13:08:48,PRIO-063,Bad I/O asg: rack 89 slot 1
02-JUL-22,13:08:46,PRIO-063,Bad I/O asg: rack 89 slot 1
02-JUL-22,12:33:12,PRIO-063,Bad I/O asg: rack 89 slot 1
02-JUL-22,12:33:12,SRVO-003,Deadman switch released
02-JUL-22,10:19:58,SRVO-003,Deadman switch released
02-JUL-22,10:19:58,PRIO-063,Bad I/O asg: rack 89 slot 1
02-JUL-22,10:16:30,SRVO-003,Deadman switch released
02-JUL-22,10:16:30,PRIO-063,Bad I/O asg: rack 89 slot 1
02-JUL-22,10:10:44,PRIO-063,Bad I/O asg: rack 89 slot 1
02-JUL-22,10:10:44,SRVO-003,Deadman switch released
02-JUL-22,10:09:02,PRIO-063,Bad I/O asg: rack 89 slot 1
02-JUL-22,10:09:02,SRVO-003,Deadman switch released
02-JUL-22,10:08:44,PRIO-063,Bad I/O asg: rack 89 slot 1
02-JUL-22,10:08:44,SRVO-003,Deadman switch released
02-JUL-22,09:53:00,SRVO-003,Deadman switch released
02-JUL-22,09:52:58,PRIO-063,Bad I/O asg: rack 89 slot 1
02-JUL-22,09:52:58,SYST-179,SHIFT-RESET Released
02-JUL-22,09:52:28,SYST-178,SHIFT-RESET Pressed
02-JUL-22,09:52:26,PRIO-063,Bad I/O asg: rack 89 slot 1
02-JUL-22,09:51:58,SRVO-003,Deadman switch released
02-JUL-22,09:51:56,JOG -013,Stroke limit (G:1 A:2)
02-JUL-22,09:51:54,JOG -013,Stroke limit (G:1 A:2)
02-JUL-22,09:50:04,PRIO-063,Bad I/O asg: rack 89 slot 1
02-JUL-22,09:50:02,PRIO-063,Bad I/O asg: rack 89 slot 1
02-JUL-22,09:49:38,SYST-038,Operation mode T1 Selected
02-JUL-22,09:49:38,SRVO-003,Deadman switch released
02-JUL-22,09:49:38,SYST-045,TP enabled in AUTO mode
02-JUL-22,08:03:50,FILE-078,Auto backup complete
02-JUL-22,08:00:00,FILE-077,Auto backup start (MC:\PROG\)
02-JUL-22,07:44:26,SRVO-407,"DCS SSO Fence Open 1,1"
03-JUL-22,00:06:52,FILE-078,Auto backup complete
03-JUL-22,00:03:00,FILE-077,Auto backup start (MC:\PROG\)
02-JUL-22,16:03:54,FILE-078,Auto backup complete
02-JUL-22,16:00:02,FILE-077,Auto backup start (MC:\PROG\)
02-JUL-22,15:43:02,DIAG-009,G1 Basic quarterly check in   -227.3  days
02-JUL-22,15:43:02,DIAG-009,G1 1st controller check in   -227.3  days
02-JUL-22,15:43:02,DIAG-009,G1 1st mechanical check in   -227.3  days
02-JUL-22,15:43:02,DIAG-009,G1 1st cleaning of cont. ventilation in   -288.1  days
02-JUL-22,15:33:32,TCPP-018,Begin Error Mode at line:23
02-JUL-22,15:33:14,SYST-034,HOLD signal from SOP/UOP is lost
02-JUL-22,15:18:36,TCPP-018,Begin Error Mode at line:23
02-JUL-22,15:18:16,SYST-034,HOLD signal from SOP/UOP is lost
02-JUL-22,15:17:54,TCPP-018,Begin Error Mode at line:23
02-JUL-22,15:17:36,SYST-034,HOLD signal from SOP/UOP is lost
02-JUL-22,15:02:32,TCPP-018,Begin Error Mode at line:23
02-JUL-22,15:02:00,SYST-034,HOLD signal from SOP/UOP is lost
02-JUL-22,13:25:20,SYST-014,Program select failed
02-JUL-22,13:25:20,PRIO-063,Bad I/O asg: rack 89 slot 1
02-JUL-22,13:13:24,SYST-040,Operation mode AUTO Selected
02-JUL-22,13:13:24,SRVO-233,"TP OFF in T1,T2"
02-JUL-22,13:13:24,SYST-043,TP disabled in T1/T2 mode
02-JUL-22,13:13:12,PRIO-063,Bad I/O asg: rack 89 slot 1
02-JUL-22,13:13:12,SRVO-003,Deadman switch released
02-JUL-22,13:12:32,SRVO-003,Deadman switch released
02-JUL-22,13:12:24,PRIO-063,Bad I/O asg: rack 89 slot 1
02-JUL-22,13:12:24,PRIO-063,Bad I/O asg: rack 89 slot 1
02-JUL-22,13:11:32,SRVO-003,Deadman switch released
02-JUL-22,13:11:28,PRIO-063,Bad I/O asg: rack 89 slot 1
02-JUL-22,13:11:28,SYST-179,SHIFT-RESET Released
02-JUL-22,13:11:18,SYST-178,SHIFT-RESET Pressed
02-JUL-22,13:11:16,PRIO-063,Bad I/O asg: rack 89 slot 1
02-JUL-22,13:11:04,SRVO-003,Deadman switch released
02-JUL-22,13:11:02,PRIO-063,Bad I/O asg: rack 89 slot 1
02-JUL-22,13:11:02,SYST-179,SHIFT-RESET Released
02-JUL-22,13:10:58,SYST-178,SHIFT-RESET Pressed
02-JUL-22,13:10:56,PRIO-063,Bad I/O asg: rack 89 slot 1
02-JUL-22,13:10:48,SRVO-003,Deadman switch released
02-JUL-22,13:10:22,TCPP-018,Begin Error Mode at line:10
02-JUL-22,13:10:14,PROG-048,Shift released while running (RET_HOME)
02-JUL-22,13:10:06,TCPP-018,Begin Error Mode at line:10
02-JUL-22,13:10:04,PROG-048,Shift released while running (RET_HOME)
02-JUL-22,13:09:48,TCPP-018,Begin Error Mode at line:10
02-JUL-22,13:09:36,PROG-048,Shift released while running (RET_HOME)
02-JUL-22,13:08:58,PRIO-063,Bad I/O asg: rack 89 slot 1
02-JUL-22,13:08:58,SYST-179,SHIFT-RESET Released
02-JUL-22,13:08:58,SYST-178,SHIFT-RESET Pressed
02-JUL-22,13:08:58,SYST-178,SHIFT-RESET Pressed
02-JUL-22,13:08:56,PRIO-063,Bad I/O asg: rack 89 slot 1
02-JUL-22,13:08:52,SRVO-003,Deadman switch released
02-JUL-22,13:08:48,PRIO-063,Bad I/O asg: rack 89 slot 1
02-JUL-22,13:08:46,PRIO-063,Bad I/O asg: rack 89 slot 1
02-JUL-22,12:33:12,PRIO-063,Bad I/O asg: rack 89 slot 1
02-JUL-22,12:33:12,SRVO-003,Deadman switch released
02-JUL-22,10:19:58,SRVO-003,Deadman switch released
02-JUL-22,10:19:58,PRIO-063,Bad I/O asg: rack 89 slot 1
02-JUL-22,10:16:30,SRVO-003,Deadman switch released
02-JUL-22,10:16:30,PRIO-063,Bad I/O asg: rack 89 slot 1
02-JUL-22,10:10:44,PRIO-063,Bad I/O asg: rack 89 slot 1
02-JUL-22,10:10:44,SRVO-003,Deadman switch released
02-JUL-22,10:09:02,PRIO-063,Bad I/O asg: rack 89 slot 1
02-JUL-22,10:09:02,SRVO-003,Deadman switch released
02-JUL-22,10:08:44,PRIO-063,Bad I/O asg: rack 89 slot 1
02-JUL-22,10:08:44,SRVO-003,Deadman switch released
02-JUL-22,09:53:00,SRVO-003,Deadman switch released
02-JUL-22,09:52:58,PRIO-063,Bad I/O asg: rack 89 slot 1
02-JUL-22,09:52:58,SYST-179,SHIFT-RESET Released
02-JUL-22,09:52:28,SYST-178,SHIFT-RESET Pressed
02-JUL-22,09:52:26,PRIO-063,Bad I/O asg: rack 89 slot 1
02-JUL-22,09:51:58,SRVO-003,Deadman switch released
02-JUL-22,09:51:56,JOG -013,Stroke limit (G:1 A:2)
02-JUL-22,09:51:54,JOG -013,Stroke limit (G:1 A:2)
02-JUL-22,09:50:04,PRIO-063,Bad I/O asg: rack 89 slot 1
02-JUL-22,09:50:02,PRIO-063,Bad I/O asg: rack 89 slot 1
02-JUL-22,09:49:38,SYST-038,Operation mode T1 Selected
02-JUL-22,09:49:38,SRVO-003,Deadman switch released
02-JUL-22,09:49:38,SYST-045,TP enabled in AUTO mode
02-JUL-22,08:03:50,FILE-078,Auto backup complete
03-JUL-22,00:06:52,FILE-078,Auto backup complete
03-JUL-22,00:03:00,FILE-077,Auto backup start (MC:\PROG\)
02-JUL-22,16:03:54,FILE-078,Auto backup complete
02-JUL-22,16:00:02,FILE-077,Auto backup start (MC:\PROG\)
02-JUL-22,15:43:02,DIAG-009,G1 Basic quarterly check in   -227.3  days
02-JUL-22,15:43:02,DIAG-009,G1 1st controller check in   -227.3  days
02-JUL-22,15:43:02,DIAG-009,G1 1st mechanical check in   -227.3  days
02-JUL-22,15:43:02,DIAG-009,G1 1st cleaning of cont. ventilation in   -288.1  days
02-JUL-22,15:33:32,TCPP-018,Begin Error Mode at line:23
02-JUL-22,15:33:14,SYST-034,HOLD signal from SOP/UOP is lost
02-JUL-22,15:18:36,TCPP-018,Begin Error Mode at line:23
02-JUL-22,15:18:16,SYST-034,HOLD signal from SOP/UOP is lost
02-JUL-22,15:17:54,TCPP-018,Begin Error Mode at line:23
02-JUL-22,15:17:36,SYST-034,HOLD signal from SOP/UOP is lost
02-JUL-22,15:02:32,TCPP-018,Begin Error Mode at line:23
02-JUL-22,15:02:00,SYST-034,HOLD signal from SOP/UOP is lost
02-JUL-22,13:25:20,SYST-014,Program select failed
02-JUL-22,13:25:20,PRIO-063,Bad I/O asg: rack 89 slot 1
02-JUL-22,13:13:24,SYST-040,Operation mode AUTO Selected
02-JUL-22,13:13:24,SRVO-233,"TP OFF in T1,T2"
02-JUL-22,13:13:24,SYST-043,TP disabled in T1/T2 mode
02-JUL-22,13:13:12,PRIO-063,Bad I/O asg: rack 89 slot 1
02-JUL-22,13:13:12,SRVO-003,Deadman switch released
02-JUL-22,13:12:32,SRVO-003,Deadman switch released
02-JUL-22,13:12:24,PRIO-063,Bad I/O asg: rack 89 slot 1
02-JUL-22,13:12:24,PRIO-063,Bad I/O asg: rack 89 slot 1
02-JUL-22,13:11:32,SRVO-003,Deadman switch released
02-JUL-22,13:11:28,PRIO-063,Bad I/O asg: rack 89 slot 1
02-JUL-22,13:11:28,SYST-179,SHIFT-RESET Released
02-JUL-22,13:11:18,SYST-178,SHIFT-RESET Pressed
02-JUL-22,13:11:16,PRIO-063,Bad I/O asg: rack 89 slot 1
02-JUL-22,13:11:04,SRVO-003,Deadman switch released
02-JUL-22,13:11:02,PRIO-063,Bad I/O asg: rack 89 slot 1
02-JUL-22,13:11:02,SYST-179,SHIFT-RESET Released
02-JUL-22,13:10:58,SYST-178,SHIFT-RESET Pressed
02-JUL-22,13:10:56,PRIO-063,Bad I/O asg: rack 89 slot 1
02-JUL-22,13:10:48,SRVO-003,Deadman switch released
02-JUL-22,13:10:22,TCPP-018,Begin Error Mode at line:10
02-JUL-22,13:10:14,PROG-048,Shift released while running (RET_HOME)
02-JUL-22,13:10:06,TCPP-018,Begin Error Mode at line:10
02-JUL-22,13:10:04,PROG-048,Shift released while running (RET_HOME)
02-JUL-22,13:09:48,TCPP-018,Begin Error Mode at line:10
02-JUL-22,13:09:36,PROG-048,Shift released while running (RET_HOME)
02-JUL-22,13:08:58,PRIO-063,Bad I/O asg: rack 89 slot 1
02-JUL-22,13:08:58,SYST-179,SHIFT-RESET Released
02-JUL-22,13:08:58,SYST-178,SHIFT-RESET Pressed
02-JUL-22,13:08:58,SYST-178,SHIFT-RESET Pressed
02-JUL-22,13:08:56,PRIO-063,Bad I/O asg: rack 89 slot 1
02-JUL-22,13:08:52,SRVO-003,Deadman switch released
02-JUL-22,13:08:48,PRIO-063,Bad I/O asg: rack 89 slot 1
02-JUL-22,13:08:46,PRIO-063,Bad I/O asg: rack 89 slot 1
02-JUL-22,12:33:12,PRIO-063,Bad I/O asg: rack 89 slot 1
02-JUL-22,12:33:12,SRVO-003,Deadman switch released
02-JUL-22,10:19:58,SRVO-003,Deadman switch released
02-JUL-22,10:19:58,PRIO-063,Bad I/O asg: rack 89 slot 1
02-JUL-22,10:16:30,SRVO-003,Deadman switch released
02-JUL-22,10:16:30,PRIO-063,Bad I/O asg: rack 89 slot 1
02-JUL-22,10:10:44,PRIO-063,Bad I/O asg: rack 89 slot 1
02-JUL-22,10:10:44,SRVO-003,Deadman switch released
